Project,Symbol,Round,Total Raised,Pre-Valuation,Investors,Ecosystem,Categories,ROI,Date,Quarter Flag,source_url
Santos FC Fan Token,SANTOS,Binance Launchpool,$1 M,$30.9 M,—,,PancakeSwap IDO,0.42x,"Nov 27, 2021",0,https://icodrops.com/santos-fc-fan-token/
NASDEX Token,NSDX,IEO on Gate.io,$1.48 M,$185.23 K,2,,DeFi,0.01x,"Dec 28, 2021",0,https://icodrops.com/nasdex-token/
Supe Infinity,SUPE,IDO on Gate.io,$149.97 K,$3.02 M,—,,Gaming,0.01x,"Dec 26, 2021",0,https://icodrops.com/supe-infinity/
CeloLaunch,cLA,IDO on CeloLaunch,$2.26 M,$44.26 K,27,,Launchpad,0.01x,"Dec 27, 2021",0,https://icodrops.com/celolaunch/
Angels Creed,ANGEL,IDO on BinStarter,$1.3 M,$77.44 K,7,,Gaming,0.01x,"Dec 26, 2021",0,https://icodrops.com/angels-creed/
Wizarre Scroll,SCRL,IDO on TruePNL,$2.04 M,$21.7 K,6,,Gaming,0.01x,"Dec 24, 2021",0,https://icodrops.com/wizarre-scroll/
Billionaire Plus,BPLUS,IDO on MoonStarter,$2.54 M,$15 M,14,,Gaming,0.01x,"Dec 23, 2021",0,https://icodrops.com/billionaire-plus/
Katana Inu,KATA,IDO on GameZone,$7.65 M,$1.85 M,17,,Play to Earn,0.05x,"Dec 23, 2021",0,https://icodrops.com/katana-inu/
Stay in Destiny World,SIW,IDO on GameStation,$1.9 M,$810 K,15,,Gaming,0.05x,"Dec 23, 2021",0,https://icodrops.com/stay-in-destiny-world/
UNQ Club,UNQ,IDO on Gate.io,$3.5 M,$3.6 K,25,,NFT,0.01x,"Dec 20, 2021",0,https://icodrops.com/unqclub/
Unique Venture clubs,UNQ,IDO on Gate.io,$3.5 M,$3.6 K,22,,NFT,0.01x,"Dec 21, 2021",0,https://icodrops.com/unique-venture-clubs/
ImpactMarket,PACT,IDO on Polkastarter,$2.1 M,$73.85 M,4,,Protocol,2.22x,"Dec 22, 2021",0,https://icodrops.com/impactmarket/
Astra Guild Ventures,AGV,IDO on DaoLand,$12.07 M,$21.04 K,42,,Play to Earn,0.01x,"Dec 22, 2021",0,https://icodrops.com/astra-guild-ventures/
Bit Hotel,BTH,IDO on TrustPad,$2.82 M,$157 K,4,,Gaming,0.01x,"Dec 22, 2021",0,https://icodrops.com/bit-hotel/
Fishing Town,FHTN,FCFS Round,$887 K,$298,5,,Gaming,0.01x,"Dec 22, 2021",0,https://icodrops.com/fishing-town/
Graviton Zero,GRAV,IDO on Roseon Finance,$2.23 M,$15.82 K,6,,Gaming,0.01x,"Dec 21, 2021",0,https://icodrops.com/graviton-zero/
Minto,BTCMT,IDO on WeStarter,$1.78 M,$24.2 M,—,,Yield Farming,0.37x,"Dec 20, 2021",0,https://icodrops.com/minto/
Mouse Haunt,MHT,IDO on GameStation,$399.5 K,$153.4 K,—,,Gaming,0.01x,"Dec 20, 2021",0,https://icodrops.com/mouse-haunt/
L2PAD,L2PAD,Main Sale,—,$6.29 M,—,,Launchpad,0.16x,"Dec 18, 2021",0,https://icodrops.com/l2pad/
99Starz,STZ,IAO on ApeSwap,$5.76 M,$152.76 K,3,,NFT,0.01x,"Dec 11, 2021",0,https://icodrops.com/99starz/
LABEL Foundation,LBL,IDO on Red Kite,$4.22 M,$3.75 K,10,,NFT,—,"Dec 17, 2021",0,https://icodrops.com/label-foundation/
Dreamverse,DV,IEO on Gate.io,$300 K,$14.7 K,2,,Metaverse,0.01x,"Dec 16, 2021",0,https://icodrops.com/dreamverse/
Geopoly,GEO,TGE,$3.1 M,$4.71 K,—,,Gaming,0.01x,"Dec 13, 2021",0,https://icodrops.com/geopoly/
Nodle Cash,NODL,Initial Coin Offering,$62.12 M,$3.43 M,3,,Nodes,0.03x,"Dec 16, 2021",0,https://icodrops.com/nodle/
Roboots,RBO,IDO on Synapse Network,$820 K,$50.45 K,,,Gaming,0.01x,"Dec 14, 2021",0,https://icodrops.com/roboots/
ACY Finance,ACY,IDO on Milkyway Exchange,$2.51 M,$12.72 K,1,,Cryptocurrency,0.01x,"Dec 16, 2021",0,https://icodrops.com/acy-finance/
Astar Network Crowdloan,ASTR,Main Sale,—,$66.48 M,—,,Layer-2,0.01x,"Nov 5, 2021",0,https://icodrops.com/astar-network/
Gadget War,GWAR,IDO on MoonStarter,$1.98 M,$3.04 K,14,,Gaming,0.01x,"Dec 15, 2021",0,https://icodrops.com/gadget-war/
SENATE,DAO,IDO on BlokPad,$10.59 M,$181.57 K,3,,Cryptocurrency,0.01x,"Dec 14, 2021",0,https://icodrops.com/senate/
SugarBounce,TIP,IEO on Gate.io,$375 K,$5.91 K,—,,Ignition IDO,0.01x,"Dec 14, 2021",0,https://icodrops.com/sugarbounce/
Crypto Vs Zombie,CVZ,IDO on GameStation,$2.89 M,$88.58 K,13,,Gaming,0.01x,"Dec 14, 2021",0,https://icodrops.com/crypto-vs-zombie/
Voxies Tactics,VOXEL,Public Sale,$6 M,$2.13 M,,,Gaming,0.04x,"Dec 7, 2021",0,https://icodrops.com/voxies-tactics/
Unbound,UNB,IEO,$6.95 M,$2.5 M,12,,AMM,0.02x,"Dec 14, 2021",0,https://icodrops.com/unbound/
Abachi,ABI,Whitelist Sale,$1.57 M,$5.44 K,2,,DeFi,0.01x,"Dec 14, 2021",0,https://icodrops.com/abachi/
Themis,TMS,IDO on DAO Maker,$2.6 M,$30 M,,,Protocol,—,"Dec 12, 2021",0,https://icodrops.com/themis/
BlockchainSpace,GUILD,Liquidity Bootstrapping Pool on the Copper,$20.47 M,$5.11 M,25,,Metaverse,0.01x,"Dec 8, 2021",0,https://icodrops.com/blockchainspace/
Hashtagger,MOOO,IDO on DuckSTARTER,$464 K,$592.8 K,2,,Cryptocurrency,0.02x,"Dec 13, 2021",0,https://icodrops.com/hashtagger/
Hololoot,HOL,Public Sale,$3.31 M,$14.7 K,22,,Metaverse,0.01x,"Dec 12, 2021",0,https://icodrops.com/hololoot/
Manchester City Fan Token,CITY,Main Sale,—,$10.12 M,—,,Sport,0.04x,"Nov 11, 2021",0,https://icodrops.com/manchester-city-fan-token/
Cornucopias,COPI,IDO on Vent Finance,$600 K,$10.04 M,—,,Gaming,0.94x,"Dec 10, 2021",0,https://icodrops.com/cornucopias/
New Order,NEWO,IDO on MISO,$10.8 M,$772 K,7,,DeFi,0.01x,"Dec 9, 2021",0,https://icodrops.com/new-order/
1Sol Protocol,1SOL,IDO on DAO Maker,$2.5 M,$210.1 K,2,,DEX,0.01x,"Dec 8, 2021",0,https://icodrops.com/1sol-protocol/
Quizarena,QZA,IDO on BSCstation,$1.24 M,$6.4 M,11,,Gaming,—,"Dec 8, 2021",0,https://icodrops.com/quizarena/
Soldex,SOLX,IDO on TruePNL,$3 M,$2.94 K,2,,Solana Ecosystem,0.01x,"Dec 8, 2021",0,https://icodrops.com/soldex/
MeLand.ai,MELD,IDO on Poolz,$2.45 M,$4.35 K,13,,Gaming,0.01x,"Dec 7, 2021",0,https://icodrops.com/meland-ai/
Rikkei Finance,RIFI,IDO on Huobi Prime,$6.6 M,$50 M,12,,DeFi,0.01x,"Dec 7, 2021",0,https://icodrops.com/rikkei-finance/
Sheesha Finance Polygon,MSHEESHA,IDO on Starter,$3.4 M,$5.46 K,—,,Finance,0.01x,"Dec 6, 2021",0,https://icodrops.com/sheesha-finance-polygon/
Thunder Token,TT,IEO on Gate.io,$109.27 M,$11.49 M,7,,Blockchain,0.05x,"Dec 5, 2021",0,https://icodrops.com/thunder-token/
Flux Protocol,FLX,LBP by Balancer,$21.84 M,$19.54 M,15,,Protocol,0.01x,"Dec 1, 2021",0,https://icodrops.com/flux-protocol/
Landshare,LAND,IEO on Gate.io,$750 K,$1.1 M,,,Real Estate,0.02x,"Dec 3, 2021",0,https://icodrops.com/landshare/
Creaticles,CRE8,IDO on MISO,$40.05 M,$354.5 K,—,,NFT,0.01x,"Dec 1, 2021",0,https://icodrops.com/creaticles/
Mint Club,MINT,IDO on Gate.io,$57.6 M,$1.59 M,—,,Platform,123x,"Dec 2, 2021",0,https://icodrops.com/mint-club/
Attack Wagon,ATK,IDO on Seedify,$2.28 M,$8.2 K,13,,Gaming,0.01x,"Dec 3, 2021",0,https://icodrops.com/attack-wagon/
Operon Origins,ORO,IEO on Gate.io,$2.19 M,$127.9 K,15,,Gaming,0.01x,"Dec 3, 2021",0,https://icodrops.com/operon-origins/
Street Runner,SRG,Public Sale,$2.34 M,$12.8 M,,,Gaming,1.62x,"Nov 19, 2021",0,https://icodrops.com/street-runner/
Real Realm,REAL,IDO on Gate.io,$1.64 M,$658.18,7,,Gaming,0.01x,"Dec 1, 2021",0,https://icodrops.com/real-realm/
Fintropy,FINT,IDO on Lighning Protocol,$1.65 M,$6.15 K,2,,Polygon Ecosystem,0.01x,"Dec 2, 2021",0,https://icodrops.com/fintropy/
MooMonster,MOO,IEO on Gate.io,$1.81 M,$43.72 K,24,,Gaming,0.01x,"Dec 1, 2021",0,https://icodrops.com/moomonster/
Prometheus,MGA,IDO on DAO Maker,—,$2.86 K,9,,Gaming,0.01x,"Nov 27, 2021",0,https://icodrops.com/prometheus/
TabTrader,TTT,IDO on Raydium,$10.4 M,$79.61 K,3,,DeFi,0.01x,"Dec 1, 2021",0,https://icodrops.com/tabtrader/
DopeWarz,DRUG,IDO on Red Kite,$3.55 M,$13.9 B,4,,Gaming,527x,"Dec 1, 2021",0,https://icodrops.com/dopewarz/
Biconomy,BICO,IDO on Huobi Prime,$24.3 M,$21.66 M,33,,DeFi,0.07x,"Dec 1, 2021",0,https://icodrops.com/biconomy/
Monkey League,MBS,Main Sale,—,$40 M,—,,Gaming,—,"Nov 30, 2021",0,https://icodrops.com/monkey-league/
Moonbeam Сrowdloan,GLMR,Main Sale,—,—,—,,Blockchain,—,"Nov 5, 2021",0,https://icodrops.com/moonbeam-crowdloan/
Metagame Arena,MGA,IDO on GameFi,$1.96 M,$2.86 K,2,,Gaming,0.01x,"Nov 30, 2021",0,https://icodrops.com/metagame-arena/
xHashtag,XTAG,IDO on Gate.io,$2.85 M,$236.6 K,15,,Infrastructure,0.01x,"Nov 29, 2021",0,https://icodrops.com/xhashtag/
Uplift,LIFT,Main Sale,$1.2 M,$3.28 K,—,,Cryptocurrency,—,"Nov 30, 2021",0,https://icodrops.com/uplift/
Wolf Game,WOOL,Main Sale,—,$576.88,—,,Meme,—,"Nov 30, 2021",0,https://icodrops.com/wolf-game/
MADworld,UMAD,IDO on Animoca Brands,$7.54 M,$13.6 K,5,,NFT,0.01x,"Nov 29, 2021",0,https://icodrops.com/madworld/
Pacific,PAF,IDO on Gate.io,$3.1 M,$90.02 K,16,,NFT,0.01x,"Nov 28, 2021",0,https://icodrops.com/pacific/
Dtravel,TRVL,IDO on Bybit,$8.36 M,$956.4 K,11,,Ethereum Ecosystem,0.01x,"Nov 21, 2021",0,https://icodrops.com/dtravel/
Heroes TD,HTD,IDO on Kaistarter,$2.5 M,$856.91 K,8,,Gaming,0.03x,"Nov 28, 2021",0,https://icodrops.com/heroes-td/
Anomus Coin,ANOM,IDO on Starter XYZ,$2.23 M,$379.6,11,,Protocol,0.01x,"Nov 26, 2021",0,https://icodrops.com/anomus-coin/
ConstitutionDAO,PEOPLE,IEO on Gate.io,$22.04 M,$32.08 M,,,Meme,0.13x,"Nov 27, 2021",0,https://icodrops.com/constitutiondao/
CryptoMines Eternal,ETERNAL,IEO on Gate.io,$535.7 K,$230.8 K,—,,Play to Earn,0.01x,"Nov 27, 2021",0,https://icodrops.com/cryptomines-eternal/
Mines Of Dalarnia,DAR,Launchpool,$3.66 M,$4.28 M,7,,Gaming,0.07x,"Oct 29, 2021",0,https://icodrops.com/mines-of-dalarnia/
InPoker,INP,IDO on BinStarter,$1.45 M,$101.4 K,15,,BNB Chain Ecosystem,0.01x,"Nov 25, 2021",0,https://icodrops.com/inpoker/
Holoride,RIDE,IDO on Maiar Launchpad,$17.9 M,$266.75 K,8,,Entertainment,0.01x,"Nov 26, 2021",0,https://icodrops.com/holoride/
MonoX,MONO,IDO on Huobi Prime,$5.46 M,$50 M,,,DEX,0.01x,"Nov 25, 2021",0,https://icodrops.com/monox/
Pintu Token,PTU,Public Sale,$155 M,$34.99 M,5,,Cryptocurrency,0.47x,"Nov 25, 2021",0,https://icodrops.com/pintu-token/
Waves.Exchange,WX,IDO Round,$17.51 M,$1.62 M,—,,DEX,0.01x,"Nov 4, 2021",0,https://icodrops.com/waves-exchange/
DeFi Land,DFL,IDO on Raydium,$4.55 M,$205.4 K,20,,DeFi,0.01x,"Nov 23, 2021",0,https://icodrops.com/defi-land/
Dvision Network,DVI,IDO on NFTb,$306.85 K,$117.8 K,8,,NFT,0.01x,"Nov 24, 2021",0,https://icodrops.com/dvision-network/
Jumbo,JUM,Public Sale,$120 K,$0,—,,DeFi,0.01x,"Nov 24, 2021",0,https://icodrops.com/jumbo/
MS Token,MS,Main Sale,—,$525 M,—,,Blockchain Service,—,"Nov 16, 2021",0,https://icodrops.com/ms-token/
Lovelace World,LACE,IDO on AdaPad,$1.75 M,$13.41 K,4,,Infrastructure,0.01x,"Nov 23, 2021",0,https://icodrops.com/lovelace-world/
Taboo Token,TABOO,IDO on Gate.io,$121.22 K,$140.28 K,—,,NFT,0.01x,"Nov 23, 2021",0,https://icodrops.com/taboo-token/
Blue Horizon,BLH,IDO on LuaSwap,$815 K,$1.27 K,2,,DeFi,0.01x,"Nov 22, 2021",0,https://icodrops.com/blue-horizon/
Millennium Sapphire,MSTO,Public Sale,$2 M,$24.76 M,—,,NFT,0.05x,"Nov 16, 2021",0,https://icodrops.com/millennium-sapphire/
The Killbox Game,KBOX,IDO on Red Kite,$6.41 M,$50.11 K,10,,Gaming,0.01x,"Nov 23, 2021",0,https://icodrops.com/the-killbox-game/
Genshiro,GENS,Parachain Auction,$8 M,$15.61 K,13,,DeFi,—,"Jun 11, 2021",0,https://icodrops.com/genshiro/
SPACEY,SPAY,IGO on GameFi,$16.19 M,$75 K,18,,Metaverse,0.01x,"Nov 21, 2021",0,https://icodrops.com/spacey/
Apricot Finance,APR,IDO on Apricot,$16.8 M,$85.39 K,16,,Lending Platform,0.01x,"Nov 18, 2021",0,https://icodrops.com/apricot-finance/
Ardana,DANA,IEO on Gate.io,$12.41 M,$22.79 K,10,,DeFi,0.01x,"Nov 21, 2021",0,https://icodrops.com/ardana/
Evrynet,EVRY,IEO on Gate.io,$7.2 M,$425.6 K,4,,DeFi,0.01x,"Oct 20, 2021",0,https://icodrops.com/evrynet/
Niftify,NIFT,IEO on MEXC Launchpad,$3.82 M,$54.64 K,13,,NFT,0.01x,"Nov 20, 2021",0,https://icodrops.com/niftify/
DAOLaunch,DAL,IEO on Gate.io,$1.73 M,$12.43 K,7,,Launchpad,0.01x,"Nov 18, 2021",0,https://icodrops.com/daolaunch/
Boba,BOBA,$OMG Token Holders (Airdrop),$115 M,$10.88 M,24,,Layer-2,0.02x,"Nov 12, 2021",0,https://icodrops.com/boba/
Titan Hunters,TITA,Public Sale,$2.27 M,$1.07 K,13,,Gaming,0.01x,"Nov 16, 2021",0,https://icodrops.com/titan-hunters/
Velas,VLX,IEO on Gate.io,$20.05 M,$1.86 M,9,,Blockchain,0.01x,"Nov 18, 2021",0,https://icodrops.com/velas/
Aurora,AURORA,IDO on Boca Chica,$17.77 M,$28.46 M,5,,Blockchain,0.03x,"Nov 11, 2021",0,https://icodrops.com/aurora/
CoreStarter,CSTR,IDO on Gate.io,$1.47 M,$6.33 K,8,,Launchpad,0.01x,"Nov 17, 2021",0,https://icodrops.com/corestarter/
Coma Online,POG,IDO on DAO Maker,$1.8 M,$8 M,10,,Gaming,0.03x,"Nov 15, 2021",0,https://icodrops.com/polygonum/
Doge Dash,DOGEDASH,IDO on Gate.io,$272.43 K,$73 K,—,,Games,0.01x,"Nov 17, 2021",0,https://icodrops.com/doge-dash/
Centaurify,CENT,IDO on OccamRazer,$500 K,$380,7,,Cryptocurrency,0.01x,"Nov 16, 2021",0,https://icodrops.com/centaurify/
CyberDragon Gold,GOLD,IEO on Gate.io,$60 K,$69.62 M,—,,Games,0.13x,"Nov 17, 2021",0,https://icodrops.com/cyberdragon-gold/
Dexsport,DESU,IDO on SuperLauncher,$2.66 M,$4.15 M,3,,Sport,0.28x,"Nov 17, 2021",0,https://icodrops.com/dexsport/
K21,K21,Charity Token Auction,$2.23 M,$404.04 K,5,,NFT,0.01x,"Nov 5, 2021",0,https://icodrops.com/k21/
FC Porto Fan Token,PORTO,Binance Launchpad,$4 M,$39.2 M,—,,Fan Token,0.98x,"Nov 6, 2021",0,https://icodrops.com/fc-porto-fan-token/
Fabwelt,WELT,IDO on MaticLaunch,$1.03 M,$35.67 K,9,,Play to Earn,0.01x,"Nov 14, 2021",0,https://icodrops.com/fabwelt/
Dogs Of Elon,DOE,Public Presale,$7.51 M,$9.55 K,—,,Meme,0.01x,"Oct 20, 2021",0,https://icodrops.com/dogs-of-elon/
ASPO World,ASPO,IDO on GameFi,$250 K,$223.9 K,6,,Metaverse,0.01x,"Nov 14, 2021",0,https://icodrops.com/aspo-world/
UXD Protocol,UXP,Public Sale,$60.1 M,$482.65 K,5,,Algorithmic Stablec…,0.01x,"Nov 12, 2021",0,https://icodrops.com/uxd-protocol/
The Spartans,TSP,Pre-Sale,$1.4 M,$13.35 K,,,Gaming,0.01x,"Nov 13, 2021",0,https://icodrops.com/the-spartans/
Numbers Protocol,NUM,IDO on DAO Maker,$6.53 M,$4.29 M,,,Media,0.12x,"Nov 10, 2021",0,https://icodrops.com/numbers/
Guild of Guardians,GOG,Main Sale Option 2,$6.7 M,$3.14 M,8,,Gaming,0.04x,"Nov 11, 2021",0,https://icodrops.com/guild-of-guardians/
PolyDoge,POLYDOGE,IEO on Gate.io,$150 K,$153.66 K,—,,Meme,0.01x,"Nov 10, 2021",0,https://icodrops.com/polydoge/
Trusted Node,TNODE,IDO on TrustSwap,$2.1 M,$83.78 K,3,,DeFi,0.01x,"Nov 9, 2021",0,https://icodrops.com/trusted-node/
Vee.Finance,VEE,IDO on Cobak,$7.5 M,$109.9 K,22,,Avalanche Ecosystem,0.01x,"Nov 10, 2021",0,https://icodrops.com/vee-finance/
CateCoin,CATE,IEO on Gate.io,$175.08 K,$140 K,—,,Meme,0.03x,"Nov 10, 2021",0,https://icodrops.com/catecoin/
HappyFans,HAPPY,IDO on BSCPad,$1.9 M,$6.67 K,—,,Social,0.01x,"Nov 10, 2021",0,https://icodrops.com/happyfans/
PlayPad,PPAD,IDO on PlayPad,$825 K,$2.35 K,19,,Gaming,0.01x,"Nov 10, 2021",0,https://icodrops.com/playpad/
X Protocol,POT,IEO on Gate.io,$200 K,$2.8 K,14,,Metaverse,0.01x,"Nov 9, 2021",0,https://icodrops.com/x-protocol/
LuxFi,LXF,IDO on BitMart,$1.68 M,$35.58 K,3,,NFT,0.01x,"Nov 8, 2021",0,https://icodrops.com/luxfi/
Project SEED,SHILL,IDO,$3.4 M,$46.8 K,24,,Gaming,0.01x,"Nov 9, 2021",0,https://icodrops.com/project-seed/
Cere Network,CERE,IDO on Polkastarter,$93.93 M,$2.28 M,29,,Big Data,0.01x,"Nov 8, 2021",0,https://icodrops.com/cere-network/
PixelVerse,PIXEL,IDO on Gate.io,$1.82 M,$13.84 K,10,,NFT,0.01x,"Nov 6, 2021",0,https://icodrops.com/pixelverse/
Sator,SAO,IEO on Gate.io,$2.05 M,$148.35 K,11,,Entertainment,0.01x,"Nov 6, 2021",0,https://icodrops.com/sator/
Mimir,MIMIR,IDO on Gate.io,$170 K,$89.36 K,3,,Gaming,0.01x,"Nov 4, 2021",0,https://icodrops.com/mimir/
Chingari,GARI,Main Sale,—,$400 M,,,—,—,"Nov 2, 2021",0,https://icodrops.com/chingari/
Half Pizza,PIZA,IEO on Gate.io,$149.67 K,$5.3 K,—,,Gaming,0.01x,"Nov 4, 2021",0,https://icodrops.com/half-pizza/
Rich Quack,QUACK,IEO on Gate.io,$10 K,$3.49 M,—,,Meme,0.01x,"Nov 4, 2021",0,https://icodrops.com/rich-quack/
King Shiba,KINGSHIB,IDO on Gate.io,$190 K,$598.94 K,—,,Meme,0.02x,"Nov 3, 2021",0,https://icodrops.com/king-shiba/
DOSE Token,DOSE,IDO on Gate.io,$3.22 M,$371.65 K,4,,Cryptocurrency,0.01x,"Nov 4, 2021",0,https://icodrops.com/dose-token/
SpiritSwap,SPIRIT,IDO on Gate.io,$80 K,$261.9 K,—,,DEX,0.01x,"Nov 2, 2021",0,https://icodrops.com/spiritswap/
Gaia Everworld,GAIA,IDO on GameStation,$4.59 M,$53.7 K,18,,Gaming,0.01x,"Nov 1, 2021",0,https://icodrops.com/gaia-everworld/
Swash,SWASH,Public Sale,$11.71 M,$1.79 M,14,,DeFi,0.02x,"Oct 29, 2021",0,https://icodrops.com/swash/
Scallop,SCLP,Public Sale,$2.46 M,$452.9 K,11,,DeFi,0.03x,"Oct 27, 2021",0,https://icodrops.com/scallop/
Ghospers Game,GHSP,IDO on BSCPad,$230 K,$380,,,Gaming,0.01x,"Oct 30, 2021",0,https://icodrops.com/ghospers-game/
ENNO Cash,ENNO,IDO on Gate.io,$1.34 M,$36.74 K,2,,Wallet,0.01x,"Oct 29, 2021",0,https://icodrops.com/enno-cash/
Pontoon,TOON,IDO on Hot Cross,$3.93 M,$6.28 K,5,,DeFi,0.01x,"Oct 28, 2021",0,https://icodrops.com/pontoon/
Clearpool,CPOOL,Public Round DaoMaker,$3.25 M,$24.36 M,21,,DeFi,0.6x,"Oct 26, 2021",0,https://icodrops.com/clearpool/
NFT Champions,CHAMP,IEO on Gate.io,$1.6 M,$55.48 K,1,,NFT,0.01x,"Oct 26, 2021",0,https://icodrops.com/nft-champions/
OneArt,1ART,IDO on Scaleswap,$1.81 M,$64.89 K,3,,Sonic (ex. Fantom) …,0.01x,"Oct 26, 2021",0,https://icodrops.com/oneart/
Saitama,SAITAMA,IEO on Gate.io,$100 K,$71.89 M,—,,Memes,0.03x,"Oct 25, 2021",0,https://icodrops.com/saitama/
Aurory,AURY,Main Sale,$108.85 M,$2.83 M,5,,Gaming,0.01x,"Oct 21, 2021",0,https://icodrops.com/aurory/
Baked Token,BAKED,IDO on TrustPad,$1.42 M,$26.39 K,5,,Infrastructure,0.01x,"Oct 22, 2021",0,https://icodrops.com/baked-token/
StrongNode,SNE,IDO on Starter,$2.08 M,$2.6 K,5,,Infrastructure,0.01x,"Oct 21, 2021",0,https://icodrops.com/strongnode/
Lazio Fan Token,LAZIO,Binance Launchpad,$4 M,$26.83 M,—,,Fan Token,0.67x,"Oct 14, 2021",0,https://icodrops.com/lazio-fan-token/
Envelop,NIFTSY,IEO on ENVELOP,$235 K,$2.67 M,9,,NFT,0.18x,"Oct 21, 2021",0,https://icodrops.com/envelop/
Demole,DMLG,Public Sale,$2.12 M,$13.99 K,6,,Gaming,0.01x,"Oct 16, 2021",0,https://icodrops.com/demole/
Cryptopolis,CPO,IDO on BSCPad,$2.04 M,$10.86 K,2,,Gaming,0.01x,"Oct 18, 2021",0,https://icodrops.com/cryptopolis/
Crypto Gaming United,CGU,IDO on TimeX,$17.5 M,$536.1 K,,,Gaming,0.01x,"Oct 18, 2021",0,https://icodrops.com/crypto-gaming-united/
Sinverse,SIN,IDO on Red Kite,$4.76 M,$219.3 K,12,,NFT,0.01x,"Oct 17, 2021",0,https://icodrops.com/sinverse/
gotEM,GOTEM,IDO,$650.25 K,$1.98 K,—,,DeFi,0.01x,"Oct 16, 2021",0,https://icodrops.com/gotem/
HurricaneSwap,HCT,IDO on Gate.io,$4.25 M,$13.44 K,15,,Yield Farming,0.01x,"Oct 15, 2021",0,https://icodrops.com/hurricaneswap/
Dreams Quest,DREAMS,IDO on Red Kite,$3.12 M,$3.94 K,17,,Gaming,0.01x,"Oct 15, 2021",0,https://icodrops.com/dreams-quest/
FireStarter,FLAME,IDO on FireStarter,$1.41 M,$25.92 K,4,,Launchpad,0.01x,"Oct 13, 2021",0,https://icodrops.com/firestarter/
Wallfair,WFAIR,IDO on TrustPad,$2.72 M,$108.8 K,,,Governance Token,0.01x,"Oct 12, 2021",0,https://icodrops.com/wallfair/
KSM Starter,KST,Main Sale,—,$123.36 K,—,,Blockchain Service,0.02x,"Oct 7, 2021",0,https://icodrops.com/ksm-starter/
Beta Finance,BETA,Binance Launchpad,$11.55 M,$8.88 M,4,,Lending Platform,0.16x,"Sep 30, 2021",0,https://icodrops.com/beta-finance/
Clout.art,SWAY,IDO on Gate.io,$1.11 M,$182 K,—,,NFT,0.03x,"Oct 6, 2021",0,https://icodrops.com/cloutart/
AstroSwap,ASTRO,IDO on AdaPad,$1.15 M,$29.14 K,,,DEX,0.01x,"Oct 7, 2021",0,https://icodrops.com/astroswap/
YouClout,YCT,IDO on OccamRazer,$2.77 M,$25.07 K,12,,NFT,0.01x,"Oct 5, 2021",0,https://icodrops.com/youclout/
Pledge Finance,PLGR,Public Sale Round 3,$30.42 M,$635.1 K,,,Finance,0.01x,"Oct 5, 2021",0,https://icodrops.com/pledge-finance/
Picipo,PICIPO,IDO on DuckSTARTER,$1.45 M,$5.02 K,12,,NFT,0.01x,"Oct 4, 2021",0,https://icodrops.com/picipo/
My Master War,MAT,IDO on GameFi,$1.5 M,$162.1 K,3,,Gaming,0.01x,"Oct 4, 2021",0,https://icodrops.com/my-master-war/
NFTY,NFTY,IAO on ApeSwap,$2.09 M,$13.92 K,—,,NFT,0.01x,"Sep 29, 2021",0,https://icodrops.com/nfty/
GameZone,GZONE,IDO on AdaPad,$550 K,$732.92 K,—,,BSCPad IDO,0.17x,"Sep 30, 2021",0,https://icodrops.com/gamezone/
Enjinstarter,EJS,IDO on EnjinStarter,$10.93 M,$78.18 K,32,,Web 3.0,0.01x,"Sep 30, 2021",0,https://icodrops.com/enjinstarter/
Brokoli Network,BRKL,IDO,$2.25 M,$274.5 K,5,,NFT,0.03x,"Sep 28, 2021",0,https://icodrops.com/brokoli-network/
Divergence,DIVER,Main Sale,—,$3.82 M,—,,DeFi,0.01x,"Sep 27, 2021",0,https://icodrops.com/divergence/
Divergence Protocol,DIVER,LBP by Balancer,$8.6 M,$3.82 M,12,,DeFi,0.01x,"Sep 27, 2021",0,https://icodrops.com/divergence-protocol/
Evanesco,EVA,IEO on Gate.io,$404.78 K,$1.15 K,12,,Platform,0.01x,"Sep 28, 2021",0,https://icodrops.com/evanesco/
Knight War Spirits,KWS,IDO on BSCstation,$2.17 M,$9.56 K,18,,Gaming,0.01x,"Sep 22, 2021",0,https://icodrops.com/knight-war-spirits/
Blocto,BLT,IDO on DexLab,$17.95 M,$2.06 M,7,,DeFi,0.01x,"Sep 25, 2021",0,https://icodrops.com/blocto/
Mobius Finance,MOT,IEO on Gate.io,$2.79 M,$356.14,7,,Polygon Ecosystem,0.01x,"Sep 25, 2021",0,https://icodrops.com/mobius-finance/
handle.fi,FOREX,Public Sale,$4.41 M,$417.86 K,18,,Lending Platform,0.01x,"Sep 21, 2021",0,https://icodrops.com/handle-fi/
Vera,VERA,IDO on Polkastarter,$4.53 M,$64 K,15,,NFT,0.01x,"Sep 23, 2021",0,https://icodrops.com/vera/
Allbridge,ABR,IDO on SmartPad,$125 K,$5.5 M,—,,Bridge Token,0.28x,"Sep 21, 2021",0,https://icodrops.com/allbridge/
Flourishing AI,AI,IDO on TrustPad,$1.59 M,$138.85 K,9,,AI Agents,0.02x,"Sep 21, 2021",0,https://icodrops.com/flourishing-ai/
Forest Knight,KNIGHT,IDO on Gate.io,$335 K,$9.49 K,6,,NFT,0.01x,"Sep 20, 2021",0,https://icodrops.com/forest-knight/
